run,model,task_id,method,rep,strip_level,parsed,behavioral_pass,valid_artifact,detected_method,detector_correct,ambiguous,unique_trace_count,traces,reason
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,1,renamed,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,1,no_imports,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,1,format_normalized,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,2,raw,true,true,true,randomized,true,false,5,"[[""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""], [""yellow"", ""black"", ""orange"", ""green"", ""red"", ""purple"", ""white"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,2,no_comments,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,2,renamed,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,2,no_imports,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,2,format_normalized,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,3,raw,true,true,true,randomized,true,false,5,"[[""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""], [""yellow"", ""black"", ""orange"", ""green"", ""red"", ""purple"", ""white"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,3,no_comments,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,3,renamed,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,3,no_imports,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,mixed_tokens,randomized,3,format_normalized,true,true,true,randomized,true,false,5,"[[""green"", ""purple"", ""red"", ""yellow"", ""orange"", ""black"", ""white"", ""blue""], [""white"", ""purple"", ""orange"", ""red"", ""yellow"", ""green"", ""black"", ""blue""], [""yellow"", ""white"", ""red"", ""blue"", ""green"", ""black"", ""orange"", ""purple""], [""white"", ""red"", ""black"", ""yellow"", ""orange"", ""purple"", ""green"", ""blue""], [""black"", ""red"", ""white"", ""yellow"", ""orange"", ""green"", ""purple"", ""blue""]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,1,raw,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,1,no_comments,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,1,renamed,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,1,no_imports,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,1,format_normalized,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,2,raw,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,2,no_comments,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,2,renamed,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,2,no_imports,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,2,format_normalized,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,3,raw,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,3,no_comments,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,3,renamed,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,3,no_imports,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,deterministic,3,format_normalized,true,true,true,deterministic,true,false,1,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,1,raw,true,true,true,randomized,true,false,5,"[[2, 9, 7, 5, 8, 10, 6, 1, 3, 4], [6, 10, 1, 4, 3, 8, 7, 5, 9, 2], [10, 3, 5, 1, 6, 4, 7, 9, 8, 2], [4, 9, 6, 7, 1, 2, 8, 5, 10, 3], [5, 7, 3, 1, 2, 8, 9, 4, 10, 6]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,1,no_comments,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,1,renamed,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,1,no_imports,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,1,format_normalized,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,2,raw,true,true,true,randomized,true,false,5,"[[10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5], [10, 7, 3, 1, 2, 8, 9, 4, 5, 6]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,2,no_comments,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,2,renamed,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,2,no_imports,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,2,format_normalized,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,3,raw,true,true,true,randomized,true,false,5,"[[10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5], [10, 7, 3, 1, 2, 8, 9, 4, 5, 6]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,3,no_comments,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,3,renamed,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,3,no_imports,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__devstral__latest,numbers_10,randomized,3,format_normalized,true,true,true,randomized,true,false,5,"[[6, 2, 7, 3, 5, 9, 10, 4, 1, 8], [10, 9, 3, 2, 7, 1, 6, 4, 8, 5], [8, 6, 1, 5, 9, 4, 10, 7, 3, 2], [5, 2, 7, 1, 6, 10, 9, 3, 4, 8], [9, 6, 1, 2, 8, 4, 7, 3, 10, 5]]",variable_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,1,raw,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,1,no_comments,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,1,renamed,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,1,no_imports,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,1,format_normalized,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,2,raw,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,2,no_comments,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,2,renamed,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
core_v2_deterministic_randomized_pilot_local_repair_001,ollama__qwen2_5-coder__14b,letters_8,deterministic,2,no_imports,true,true,true,deterministic,true,false,1,"[[""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""], [""A"", ""B"", ""C"", ""D"", ""E"", ""F"", ""G"", ""H""]]",identical_traces_across_runs
